0.020527829,0.019039501,7.956545004,-0.006689585,
0.014832267,0.011975572,7.602188806,-0.002298145,
0.011207422,0.012041039,7.242308404,-0.000410885,
0.026520552,-0.00175002,6.516898213,0.002180863,
0.011282118,0.012728804,5.938637529,-0.005177307,
0.014702642,0.01547554,6.226212562,-0.014787291,
0.013710115,0.007922247,6.005823296,-0.001328011,
0.022132688,0.014709413,5.046600907,-0.015789312,
0.01399604,0.006710883,4.753677934,-0.004706832,
0.014122005,0.013581046,4.857332855,-0.010328658,
0.018082295,0.014532152,6.394842968,-0.000708498,
0.031324659,0.019069446,6.791362777,-0.014375469,
0.023872515,0.012052032,8.485433372,-0.024916246,
0.027084368,0.013639057,10.21120004,-0.071746423,
0.021276993,0.010866841,11.08256296,0.018764257,
0.033335786,0.00985215,11.22694636,0.043865859,
0.034444619,0.001807835,11.46548658,-0.017748193,
0.034972178,0.006789313,11.52415169,0.001014123,
0.033145856,-0.016062518,10.65978015,-0.015031787,
0.025600939,-0.009377049,8.813935178,-0.040898279,
0.024708272,0.005149945,7.055312727,-0.013831491,
0.020115446,0.008893197,6.382283317,0.028922898,
0.020617413,0.010511424,6.598864929,0.004301081,
0.020447909,0.016195439,7.00077374,0.020048018,
0.040624833,0.012778211,8.567814704,0.011705234,
0.027507969,0.008382879,9.348489961,-0.000141903,
0.02538425,0.015933958,9.205677893,-0.031815883,
0.023411391,0.004113882,10.21443183,0.009278072,
0.03041718,0.001346466,9.371813595,-0.000539991,
0.021416334,0.00078553,8.998484223,0.004171016,
0.022139996,0.011890371,9.12986131,0.007639579,
0.023439673,0.006409716,8.0570853,-0.009900254,
0.023866292,0.011345369,7.909355931,-0.000370355,
0.022256125,0.00467251,9.172121063,0.0185853,
0.020033099,0.01183872,9.136764561,-0.030692955,
0.022015061,0.005094534,7.697024631,-0.016890535,
0.023715359,0.015892819,9.350466897,0.007183944,
0.028684942,0.005088329,11.02208014,-0.012859235,
0.026495215,0.009453401,12.69369239,-0.040572074,
0.028893752,0.009393915,12.73510689,0.000305368,
0.026210069,-0.004706623,13.23709031,0.026953565,
0.023358736,-0.000570211,12.23902924,0.00658142,
0.021136865,0.000469618,12.66329926,0.064105972,
0.022707899,0.000964413,13.43288204,0.066934103,
0.029695538,0.002991074,15.50787529,0.042524994,
0.028280918,0.002755186,16.13341518,0.014849934,
0.027305582,0.002343697,15.42630917,-0.027966139,
0.023547488,0.004124321,14.33131917,0.02521192,
0.027547441,0.001344114,14.40004122,0.006407119,
0.021425377,-0.005348058,13.34953728,0.020842891,
0.021253524,0.00042892,12.60661709,-0.01006526,
0.021013965,0.006636076,11.8864617,-0.020455152,
0.018562224,0.006522031,11.84754491,0.03713111,
0.022058235,0.002594603,12.21864998,0.036094651,
0.019677791,0.010877001,12.16914347,0.010377964,
0.017477366,0.008554823,11.43169039,0.005009015,
0.01463358,-0.004736667,10.8579334,-0.006515338,
0.015934659,0.010257176,10.41357255,0.023316542,
0.009910084,0.005104533,10.12811065,0.015480114,
0.016564268,0.002244564,9.863428615,0.010875866,
0.013245969,0.009496656,9.961589378,-0.002700518,
0.015575312,0.008429542,9.346804458,-0.019660661,
0.014392498,0.005944167,8.627972034,-0.035513091,
0.018238215,-0.003417299,8.748620189,-0.052400634,
0.013565141,0.018169234,8.028393695,-0.0032794,
0.010822908,0.005067299,7.753341258,-0.036548935,
0.008516491,0.00247333,7.874773578,-0.035811785,
0.007940869,-0.00481082,8.105352975,-0.027600129,
0.009306831,0.016707162,8.42582686,0.015819393,
0.007001764,0.010681825,8.490236505,0.005044066,
0.011852755,0.012666322,8.426012135,-0.020245827,
0.009550031,0.005506822,7.453599159,0.005327455,
0.011006115,0.009150718,7.259836433,0.022980591,
0.008900281,0.012309957,7.974392507,0.035243599,
0.01299091,0.009205944,8.475422507,-0.011520215,
0.012072271,0.011677833,9.515946624,0.016433244,
0.008612955,0.009461682,9.691345081,0.000321912,
0.010045025,0.005961985,10.10204595,-0.011729495,
0.013549216,0.010366569,11.07190213,-0.041008982,
