738304.2505,0.16383053,7.986993218,1.577990802
752495.8668,0.167228371,7.956545004,1.567469928
761561.6109,0.169727233,7.602188806,1.563871791
770787.034,0.171640137,7.242308404,1.563229352
769439.321,0.176253026,6.516898213,1.566642261
779295.9621,0.178252793,5.938637529,1.558552234
791449.7885,0.180892941,6.226212562,1.535675031
797744.7514,0.183390083,6.005823296,1.533636991
809565.8359,0.187494249,5.046600907,1.509612085
815017.008,0.190136876,4.753677934,1.502523291
826161.2956,0.192841039,4.857332855,1.487084112
838254.8572,0.196359765,6.394842968,1.486030889
854393.2992,0.202608019,6.791362777,1.464821312
864752.7753,0.207502977,8.485433372,1.428774406
876627.9873,0.213199864,10.21120004,1.329855906
886206.1123,0.217784719,11.08256296,1.355045254
894980.2993,0.225167109,11.22694636,1.41580845
896599.7395,0.233058024,11.46548658,1.390902084
902707.7469,0.241352768,11.52415169,1.392313345
888323.8175,0.24948667,10.65978015,1.371540902
880032.8945,0.255956223,8.813935178,1.316578827
884576.7056,0.262359237,7.055312727,1.298493937
892478.5047,0.267690147,6.382283317,1.336598536
901909.2032,0.273266513,6.598864929,1.342359736
916634.9419,0.278911762,7.00077374,1.369542963
928423.0513,0.290475809,8.567814704,1.385667973
936238.6219,0.298577123,9.348489961,1.385471356
951276.0939,0.306253294,9.205677893,1.342085205
955197.5925,0.313507696,10.21443183,1.354595113
956484.6001,0.323190227,9.371813595,1.353863841
957236.243,0.330186426,8.998484223,1.359522622
968686.0735,0.337578278,9.12986131,1.369948577
974915.0175,0.345584467,8.0570853,1.356452655
986038.7704,0.353931497,7.909355931,1.355950379
990656.8267,0.361896952,9.172121063,1.381386763
1002454.633,0.369219976,9.136764561,1.339631988
1007574.703,0.37743851,7.697024631,1.317194907
1023715.83,0.386496583,9.350466897,1.326691633
1028938.108,0.397743756,11.02208014,1.309740616
1038711.194,0.408422911,12.69369239,1.257665268
1048514.733,0.420395921,12.73510689,1.258049377
1043591.365,0.431560196,13.23709031,1.292419409
1042996.467,0.441759555,12.23902924,1.300953416
1043486.392,0.451196348,12.66329926,1.387083532
1044493.229,0.461559284,13.43288204,1.483104413
1047622.062,0.475471072,15.50787529,1.547533636
1050512.436,0.489109779,16.13341518,1.570685888
1052977.406,0.502649216,15.42630917,1.527368402
1057329.191,0.514625798,14.33131917,1.566365826
1058751.317,0.528999492,14.40004122,1.576433938
1053104.168,0.540455795,13.34953728,1.609636192
1053555.962,0.55206532,12.60661709,1.593516048
1060570.689,0.563789152,11.8864617,1.561251548
1067510.37,0.574352065,11.84754491,1.620312261
1070283.732,0.587162021,12.21864998,1.679865172
1081988.752,0.598830501,12.16914347,1.697389529
1091284.68,0.609388475,11.43169039,1.705913109
1086127.851,0.618371577,10.8579334,1.694834638
1097325.787,0.628304042,10.41357255,1.734816631
1102941.443,0.634561543,10.12811065,1.761880728
1105419.846,0.645160127,9.863428615,1.781147287
1115967.643,0.653762747,9.961589378,1.776343756
1125414.499,0.664025017,9.346804458,1.74176074
1132124.072,0.673651101,8.627972034,1.680990881
1128261.868,0.686050018,8.748620189,1.59517396
1148948.886,0.695419791,8.028393695,1.589951315
1154785.73,0.702987132,7.753341258,1.532889415
1157645.431,0.708999682,7.874773578,1.478965233
1152089.582,0.714652169,8.105352975,1.438703768
1171499.42,0.721334363,8.42582686,1.461644162
1184080.245,0.726402699,8.490236505,1.469035417
1199173.573,0.7350638,8.426012135,1.439592632
1205795.424,0.742117309,7.453599159,1.447282463
1216879.956,0.750330251,7.259836433,1.480926974
1231952.276,0.757038208,7.974392507,1.53405081
1243345.924,0.766936981,8.475422507,1.516479621
1257950.62,0.776251764,9.515946624,1.541606191
1269909.435,0.782966461,9.691345081,1.542102533
1277503.231,0.790871013,10.10204595,1.524120118
1290815.438,0.801659619,11.07190213,1.462881747
1308315.28,0.813064242,11.22566245,1.403880188
1314289.669,0.824667551,10.61801814,1.39031344
1326479.055,0.83230076,10.53633684,1.390065744
1333985.153,0.842105056,11.0462911,1.368575052
1343203.794,0.853508568,11.09652269,1.376548993
1347193.623,0.865700649,10.4615578,1.451504413
1346821.436,0.876759215,10.50599579,1.453896505
1359629.724,0.889839426,10.73221471,1.415835158
1380154.062,0.8964501,10.8492475,1.409114853
1369618.997,0.904815484,10.9790883,1.40595695
1365783.67,0.912465757,11.92840899,1.352316241
1363052.669,0.920639704,11.45166405,1.364851538
1353765.459,0.932137048,10.70612297,1.397927211
1354769.64,0.940611057,9.091223936,1.363111698
1360386.672,0.946936938,8.120099873,1.378199979
1363948.955,0.954582419,7.412128577,1.342733971
1376587.524,0.959944289,6.84,1.294843244
1385161.287,0.966380024,6.37,1.221218644
1394489.366,0.973271499,6.383334,1.161950138
1405553.637,0.981331886,6.506667,1.146873294
1413188.466,0.987496916,6.943333,1.109359612
1421596.689,0.996481161,7.136667,1.083041301
1425745.693,1.004459876,6.693333,1.073803007
1429792.487,1.011409302,6.506667,1.058375152
1431764.508,1.013840055,5.63,1.058337376
1441824.281,1.0168763,5.136667,1.064167467
1451124.649,1.02074106,5,1.043307299
1457318.054,1.024498823,4.586667,1.050612164
1460627.82,1.028157946,4.44,1.086799173
1479494.003,1.032171798,4.326667,1.109985453
1490654.75,1.036299406,4.323333,1.136629951
1506954.706,1.040848587,4.433333,1.081371664
1516419.533,1.044237401,4.203333,1.077413918
1522617.818,1.050593599,4.056667,1.059156482
1531207.049,1.052904087,3.936667,1.026713895
1535370.473,1.05740519,3.623333,0.980218868
1548725.543,1.057796799,3.088634921,1
1559053.386,1.060934025,2.634876923,1.039062687
1576264.452,1.063658859,2.699393939,1.046649265
1596372.183,1.066743554,3.430630769,1.059608066
1614269.41,1.07060999,3.548615385,1.098922577
1628950.618,1.07446202,4.284806452,1.131405784
1637432.688,1.081022646,4.738815385,1.1477844
1650662.439,1.084760827,5.028174603,1.167856741
1664278.677,1.094376488,4.74471875,1.098272012
1666839.521,1.101081281,4.588548387,1.124332021
1668133.617,1.107730244,4.277923077,1.100665111
1671835.533,1.11513461,3.452222222,1.091603808
1673671.542,1.123709931,3.361467742,1.103833149
1682209.746,1.127569855,3.446063492,1.074231155
1688883.456,1.135254561,3.358863636,1.024739968
1691733.248,1.141043716,3.116203125,1.011141367
1687211.349,1.147685682,2.685365079,0.961848653
1688155.028,1.153284777,2.359145161,0.927243815
1696660.765,1.162843617,2.139106061,0.935214585
1709819.715,1.164633218,2.1493125,0.911181406
1719629.055,1.170386486,2.061765625,0.890122349
1728738.882,1.176749292,2.083444444,0.909701601
1733808.832,1.181691293,2.11630303,0.902700294
1740446.881,1.188187833,2.164,0.879859319
1743369.763,1.193024067,2.140354839,0.885475311
1755274.131,1.19876633,2.124446154,0.906006679
1768145.377,1.203253271,2.130545455,0.923268118
1778990.738,1.212092759,2.34371875,0.934998873
1794919.143,1.215201857,2.6136,0.935933764
1814117.745,1.222669353,2.89566129,0.910086944
1825811.613,1.228562598,3.221507692,0.90168194
1846247.646,1.234307183,3.590190476,0.902911144
1860063.181,1.245033884,3.820390625,0.897810084
1872241.247,1.250101833,4.067790323,0.889696398
1881234.844,1.257189761,4.493738462,0.886269255
1890917.391,1.266240673,4.718390625,0.867755366
1901403.601,1.271572662,4.476274194,0.854277262
1894334.205,1.278622666,4.859265625,0.834315634
1883494.9,1.281374029,4.981727273,0.853157182
1851601.592,1.287086445,4.242375,0.874491025
1796588.585,1.290530175,2.006793651,0.843517501
1792073.055,1.290086849,1.307967742,0.837671304
1797688.53,1.291631763,0.870909091,0.829192011
1807707.596,1.294728151,0.722,0.819577715
1815278.229,1.294753972,0.66131746,0.860806747
1832008.231,1.298139706,0.687587302,0.913035087
1840303.303,1.302661268,0.874939394,0.915124762
1851422.028,1.305655422,1.020833333,0.897115587
1866869.905,1.307437153,1.09584375,0.900781741
1866947.819,1.310934806,1.415936508,0.878887944
1867091.204,1.315032837,1.561363636,0.887254258
1861648.27,1.320013442,1.495375,0.893857753
1858824.302,1.324452729,1.042907692,0.921950869
1852396.557,1.327682266,0.694290323,0.929720981
1849774.773,1.332181238,0.361630769,0.949736483
1842007.435,1.336530548,0.19578125,0.929972709
1835847.83,1.341937215,0.211225806,0.908748452
1844814.49,1.346058238,0.206650794,0.907731526
1851079.64,1.347937645,0.223484848,0.888747843
1855830.821,1.350483582,0.239921875,0.874537217
1863829.416,1.355233573,0.295222222,0.861051032
1866882.26,1.356084297,0.298080645,0.86408454
1874509.372,1.359346375,0.164772727,0.882703878
1883167.222,1.364455404,0.081515625,0.89657398
1897820.283,1.371825082,0.04568254,0.946429826
1904625.921,1.375843484,-0.006704918,0.96506134
1911551.093,1.380651977,-0.027681818,0.937852469
1919630.217,1.384985518,-0.0892,0.936738874
1931002.71,1.385293698,-0.186725806,0.913943086
1936446.27,1.386252846,-0.258230769,0.909669717
1943523.794,1.388445257,-0.298181818,0.909903924
1958591.789,1.392802488,-0.312484375,0.914096535
1970468.503,1.394804629,-0.327830769,0.921205831
1984528.171,1.401354713,-0.329919355,0.90800121
1998858.166,1.406972317,-0.329615385,0.873627259
2012519.15,1.410347771,-0.328857143,0.869353109
